"","alcaldia","colonia","clave_colonia","total_201228","total_201229","total_201230","total_201231","total_210101","total_210102","total_210103"
"1","AZCAPOTZALCO","ARENAL","02-006",10,10,8,10,7,6,6
"2","AZCAPOTZALCO","CUITLHUAC 3 Y 4 (U HAB)","02-014",11,8,8,7,6,7,7
"3","AZCAPOTZALCO","DEL GAS","02-015",9,10,8,7,7,7,NA
"4","AZCAPOTZALCO","DEL RECREO","02-018",16,25,22,24,27,25,25
"5","AZCAPOTZALCO","EL ROSARIO C (U HAB)","02-025",52,52,49,50,53,55,47
"6","AZCAPOTZALCO","NUEVO SAN RAFAEL (BARR)","02-053",NA,6,6,7,6,6,NA
"7","AZCAPOTZALCO","SAN  MIGUEL AMANTLA (PBLO)","02-069",31,36,35,38,37,36,28
"8","AZCAPOTZALCO","SAN JUAN TLIHUACA (PBLO)","02-079",53,56,50,44,37,35,30
"9","AZCAPOTZALCO","SAN MARCOS (BARR)","02-080",13,14,12,11,12,14,12
"10","AZCAPOTZALCO","SAN PEDRO XALPA (PBLO)","02-085",28,28,30,31,29,28,22
"11","AZCAPOTZALCO","SANTIAGO AHUIZOTLA (PBLO)","02-097",34,39,35,35,33,31,31
"12","AZCAPOTZALCO","SANTO TOMAS","02-099",8,8,8,7,6,7,6
"13","AZCAPOTZALCO","TEZOZOMOC","02-102",22,28,40,41,47,45,43
"14","AZCAPOTZALCO","TLATILCO","02-104",14,15,15,16,16,15,13
"15","AZCAPOTZALCO","SAN PEDRO XALPA (AMPL) I","02-111",34,32,43,41,42,46,43
"16","AZCAPOTZALCO","SAN PEDRO XALPA (AMPL) II","02-112",15,17,15,15,17,20,13
"17","COYOACAN","CTM V CULHUACAN (U HAB)","03-029",17,19,17,19,16,16,15
"18","COYOACAN","CTM VI CULHUACAN (U HAB)","03-030",35,32,36,37,40,36,35
"19","COYOACAN","CTM VII CULHUACAN (U HAB)","03-031",14,16,17,21,24,21,21
"20","COYOACAN","DE LA CANDELARIA (PBLO)","03-036",33,34,30,32,37,35,31
"21","COYOACAN","DEL CARMEN","03-037",15,15,16,15,18,17,17
"22","COYOACAN","EDUCACION","03-039",27,26,25,29,28,26,22
"23","COYOACAN","LOS REYES (PBLO)","03-078",51,52,49,45,45,39,37
"24","COYOACAN","PRADO CHURUBUSCO","03-094",16,15,16,16,15,13,13
"25","COYOACAN","SAN FRANCISCO CULHUACAN (PBLO)","03-101",43,40,35,34,36,37,37
"26","COYOACAN","SANTA URSULA COAPA (PBLO)","03-109",44,42,39,38,40,37,36
"27","COYOACAN","VIEJO EJIDO SANTA URSULA COAPA","03-113",35,36,34,33,33,28,26
"28","COYOACAN","VILLA COYOACAN","03-114",11,15,18,18,19,12,12
"29","COYOACAN","AJUSCO I","03-128",46,46,50,53,51,45,44
"30","COYOACAN","AJUSCO II","03-129",84,96,91,96,95,85,71
"31","COYOACAN","PEDREGAL DE SANTA URSULA I","03-135",62,60,58,57,67,61,56
"32","COYOACAN","PEDREGAL DE SANTA URSULA II","03-136",48,49,54,53,58,59,53
"33","COYOACAN","PEDREGAL DE SANTA URSULA III","03-137",63,66,64,63,63,62,60
"34","COYOACAN","PEDREGAL DE STO DOMINGO I","03-139",24,18,19,17,18,16,15
"35","COYOACAN","PEDREGAL DE STO DOMINGO II","03-140",56,57,56,49,47,45,37
"36","COYOACAN","PEDREGAL DE STO DOMINGO IV","03-142",79,76,80,81,79,67,63
"37","COYOACAN","PEDREGAL DE STO DOMINGO V","03-143",26,26,24,28,25,22,23
"38","COYOACAN","PEDREGAL DE STO DOMINGO VI","03-144",58,64,68,65,61,56,50
"39","COYOACAN","PEDREGAL DE STO DOMINGO VII","03-145",39,39,35,36,37,31,29
"40","COYOACAN","PEDREGAL DE STO DOMINGO IX","03-147",21,20,17,16,18,18,17
"41","CUAJIMALPA DE MORELOS","EL CONTADERO","04-015",6,9,11,11,12,10,10
"42","CUAJIMALPA DE MORELOS","LA PILA","04-023",NA,NA,NA,NA,NA,NA,NA
"43","CUAJIMALPA DE MORELOS","LAS LAJAS","04-026",NA,NA,NA,NA,NA,NA,NA
"44","CUAJIMALPA DE MORELOS","TEXCALCO","04-027",NA,NA,NA,NA,NA,NA,NA
"45","CUAJIMALPA DE MORELOS","LOMA DEL PADRE","04-030",8,9,9,9,9,7,7
"46","CUAJIMALPA DE MORELOS","NAVIDAD (GRANJAS DE NAVIDAD)","04-036",93,104,93,87,79,74,61
"47","CUAJIMALPA DE MORELOS","PALO ALTO (GRANJAS)","04-038",NA,NA,NA,NA,NA,NA,NA
"48","CUAJIMALPA DE MORELOS","SAN LORENZO ACOPILCO (PBLO)","04-045",12,17,14,14,13,14,9
"49","CUAJIMALPA DE MORELOS","SAN MATEO TLALTENANGO (PBLO)","04-046",32,32,29,27,31,25,23
"50","CUAJIMALPA DE MORELOS","ZENTLAPATL","04-052",16,16,15,14,18,17,15
"51","CUAJIMALPA DE MORELOS","SAN PEDRO CUAJIMALPA (PBLO)","04-056",36,38,33,36,37,33,32
"52","CUAJIMALPA DE MORELOS","SAN JOSE DE LOS CEDROS I","04-058",39,41,36,34,36,30,27
"53","CUAJIMALPA DE MORELOS","SAN JOSE DE LOS CEDROS II","04-059",29,33,34,29,30,30,27
"54","GUSTAVO A. MADERO","CONSTITUCION DE LA REPUBLICA","05-029",31,32,31,30,26,23,17
"55","GUSTAVO A. MADERO","CUCHILLA DEL TESORO","05-035",53,61,68,71,65,60,51
"56","GUSTAVO A. MADERO","DEL BOSQUE","05-038",19,19,21,20,11,7,NA
"57","GUSTAVO A. MADERO","EJIDOS SAN JUAN DE ARAGON 1A SECCION (U HAB)","05-043",13,13,14,16,16,15,14
"58","GUSTAVO A. MADERO","EL ARBOLILLO 1 (U HAB)","05-046",11,11,13,14,13,13,12
"59","GUSTAVO A. MADERO","GABRIEL HERNANDEZ","05-063",33,40,44,43,45,39,34
"60","GUSTAVO A. MADERO","LA JOYA","05-102",42,46,46,49,54,49,46
"61","GUSTAVO A. MADERO","LA PURISIMA TICOMAN (BARR)","05-111",18,22,23,27,26,25,26
"62","GUSTAVO A. MADERO","LINDAVISTA VALLEJO (U HAB)","05-113",17,17,16,15,13,12,13
"63","GUSTAVO A. MADERO","LOMA DE LA PALMA","05-114",49,51,58,60,67,49,44
"64","GUSTAVO A. MADERO","MARTIRES DE RIO BLANCO","05-124",44,42,38,30,29,27,24
"65","GUSTAVO A. MADERO","NUEVA TENOCHTITLAN","05-130",35,36,37,41,41,39,35
"66","GUSTAVO A. MADERO","NUEVA VALLEJO","05-131",24,29,30,27,31,32,34
"67","GUSTAVO A. MADERO","PALMATITLA","05-132",43,45,40,48,48,42,38
"68","GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",22,19,20,21,17,17,11
"69","GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",22,24,25,24,25,25,24
"70","GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",65,69,68,61,56,49,40
"71","GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",22,22,26,20,21,20,20
"72","GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",44,47,44,46,44,42,35
"73","GUSTAVO A. MADERO","TEPEYAC INSURGENTES","05-181",27,26,28,28,29,28,24
